Approval_Year,Drug_Name,ChEMBL_ID
1968,DICLOXACILLIN SODIUM,CHEMBL1200701
1968,FENTANYL,CHEMBL596
1968,FENTANYL CITRATE,CHEMBL688
1968,GRAMICIDIN,CHEMBL1201469
1968,NORGESTREL,CHEMBL2107797
1969,CYTARABINE,CHEMBL803
1969,DOXEPIN,CHEMBL1628227
1969,DOXEPIN HYDROCHLORIDE,CHEMBL1628234
1969,HYDROXYAMPHETAMINE,CHEMBL1546
1969,HYDROXYAMPHETAMINE HYDROBROMIDE,CHEMBL1200705
1969,MAFENIDE,CHEMBL419
1969,MAFENIDE ACETATE,CHEMBL1201161
1969,MEDRYSONE,CHEMBL1201173
1969,PAROMOMYCIN,CHEMBL370143
1969,PAROMOMYCIN SULFATE,CHEMBL2206196
1969,PENTAZOCINE HYDROCHLORIDE,CHEMBL3989510
1969,PIPERACETAZINE,CHEMBL1584
1969,PROCARBAZINE,CHEMBL1321
1969,PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410
1969,PROTAMINE SULFATE,CHEMBL1201651
1969,SUTILAINS,CHEMBL1201495
1969,TESTOLACTONE,CHEMBL1571
1969,TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878
1969,TROLEANDOMYCIN,CHEMBL564085
1969,TYROPANOATE SODIUM,CHEMBL1200899
1969,TYROPANOIC ACID,CHEMBL1201261
1970,CEPHALOGLYCIN,CHEMBL1200971
1970,CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588
1970,COLISTIMETHATE SODIUM,CHEMBL1201441
1970,COSYNTROPIN,CHEMBL2103784
1970,DROPERIDOL,CHEMBL1108
1970,FLAVOXATE,CHEMBL1493
1970,FLAVOXATE HYDROCHLORIDE,CHEMBL1200875
1970,FLOXURIDINE,CHEMBL917
1970,FLURAZEPAM,CHEMBL968
1970,FLURAZEPAM HYDROCHLORIDE,CHEMBL3989724
1970,GENTAMICIN,CHEMBL3039597
1970,GENTAMICIN SULFATE,CHEMBL3039594
1970,KETAMINE,CHEMBL742
1970,KETAMINE HYDROCHLORIDE,CHEMBL1714
1970,LEVODOPA,CHEMBL1009
1970,LITHIUM CARBONATE,CHEMBL1200826
1970,MESORIDAZINE,CHEMBL1088
1970,MESORIDAZINE BESYLATE,CHEMBL1201052
1970,MITOTANE,CHEMBL1670
1970,PENICILLAMINE,CHEMBL1430
1970,PLICAMYCIN,CHEMBL1237054
1970,THIOTHIXENE HYDROCHLORIDE,CHEMBL3989824
1971,AMPICILLIN SODIUM,CHEMBL1200758
1971,CAPREOMYCIN,CHEMBL2221250
1971,CAPREOMYCIN SULFATE,CHEMBL2218913
1971,CEPHALEXIN,CHEMBL1200544
1971,CEPHALEXIN ANHYDROUS,CHEMBL1727
1971,FLUCYTOSINE,CHEMBL1463
1971,FLUOCINONIDE,CHEMBL1501
1971,MEGESTROL ACETATE,CHEMBL1201139
1971,MINOCYCLINE,CHEMBL1434
1971,MINOCYCLINE HYDROCHLORIDE,CHEMBL1200881
1971,NALOXONE,CHEMBL80
1971,NALOXONE HYDROCHLORIDE,CHEMBL1718
1971,NAPHAZOLINE,CHEMBL761
1971,NAPHAZOLINE HYDROCHLORIDE,CHEMBL1706
1971,OXACILLIN,CHEMBL819
1971,OXACILLIN SODIUM,CHEMBL3989567
1971,PROPOXYPHENE NAPSYLATE,CHEMBL3989716
1971,PYRAZINAMIDE,CHEMBL614
1971,RIFAMPIN,CHEMBL374478
1971,ROSE BENGAL FREE ACID,CHEMBL1208422
1971,ROSE BENGAL SODIUM I 131,CHEMBL3989461
1971,SPECTINOMYCIN,CHEMBL1167
1971,SPECTINOMYCIN HYDROCHLORIDE,CHEMBL3989571
1971,SULFISOXAZOLE,CHEMBL453
1971,TRETINOIN,CHEMBL38
1972,BUPIVACAINE,CHEMBL1098
1972,BUPIVACAINE HYDROCHLORIDE,CHEMBL1200396
1972,CARBACHOL,CHEMBL14
1972,CARBAMOYLCHOLINE,CHEMBL965
1972,CARBENICILLIN INDANYL,CHEMBL1596
1972,CARBENICILLIN INDANYL SODIUM,CHEMBL1200991
1972,CLINDAMYCIN PHOSPHATE,CHEMBL3184512
1972,CLORAZEPATE DIPOTASSIUM,CHEMBL2096631
1972,CLORAZEPIC ACID,CHEMBL1213252
1972,DESONIDE,CHEMBL1201109
1972,DIMENHYDRINATE,CHEMBL1200406
1972,ENFLURANE,CHEMBL1257
1972,FLUOROMETHOLONE,CHEMBL1200600
1972,FLUPHENAZINE DECANOATE,CHEMBL1200854
1972,OXYMETHOLONE,CHEMBL1200585
1972,PANCURONIUM,CHEMBL185073
1972,PANCURONIUM BROMIDE,CHEMBL1200757
1972,SODIUM FLUORIDE,CHEMBL1528
1972,SODIUM FLUORIDE F 18,CHEMBL1200744
1972,TESTOSTERONE,CHEMBL386630
1973,ACETYLCHOLINE,CHEMBL667
1973,ACETYLCHOLINE CHLORIDE,CHEMBL1184
1973,BLEOMYCIN,CHEMBL403664
1973,BLEOMYCIN SULFATE,CHEMBL3085504
1973,CEFAZOLIN,CHEMBL1435
1973,CEFAZOLIN SODIUM,CHEMBL1200523
1973,CHOLESTYRAMINE,CHEMBL1201625
1973,DEXAMETHASONE ACETATE,CHEMBL1530428
1973,DIAZOXIDE,CHEMBL181
1973,DIETHYLSTILBESTROL,CHEMBL411
1973,FERROUS CITRATE,CHEMBL2110914
1973,FERROUS CITRATE FE 59,CHEMBL2106640
1973,"GONADOTROPIN, CHORIONIC",CHEMBL1201509
1973,IMIPRAMINE PAMOATE,CHEMBL3989845
1973,KANAMYCIN,CHEMBL1384
1973,KANAMYCIN SULFATE,CHEMBL1446
1973,MAZINDOL,CHEMBL781
1973,METAPROTERENOL,CHEMBL776
1973,METAPROTERENOL SULFATE,CHEMBL1568057
1973,METHYLTESTOSTERONE,CHEMBL1395
1973,METOLAZONE,CHEMBL878
1973,NORETHINDRONE ACETATE,CHEMBL1201146
1973,PENTOBARBITAL,CHEMBL448
1973,PENTOBARBITAL SODIUM,CHEMBL971
1973,PHENTERMINE HYDROCHLORIDE,CHEMBL1200912
1973,PHENYLEPHRINE BITARTRATE,CHEMBL2062264
1973,PREDNISOLONE PHOSPHORIC ACID,CHEMBL1201231
1973,PREDNISOLONE SODIUM PHOSPHATE,CHEMBL1201014
1973,PYRILAMINE,CHEMBL511
1973,PYRILAMINE MALEATE,CHEMBL1201006
1973,SELENOMETHIONINE,CHEMBL113178
1973,SELENOMETHIONINE SE 75,CHEMBL1201054
1973,"SULFADIAZINE, SILVER",CHEMBL1382627
1973,SULFAMETHOXAZOLE,CHEMBL443
1973,TECHNETIUM ETIDRONATE,CHEMBL2110554
1973,TECHNETIUM TC 99M ETIDRONATE,CHEMBL1200835
1973,TRIMETHOPRIM,CHEMBL22
1974,AMOXICILLIN,CHEMBL1082
1974,AZATHIOPRINE SODIUM,CHEMBL1200400
1974,BENFLUOREX,CHEMBL400599
1974,BENZQUINAMIDE,CHEMBL1201250
1974,BENZQUINAMIDE HYDROCHLORIDE,CHEMBL1200707
1974,BENZYLPENICILLOYL POLYLYSINE,CHEMBL1201779
1974,CEPHALOTHIN,CHEMBL617
1974,CEPHALOTHIN SODIUM,CHEMBL1632
1974,CEPHAPIRIN,CHEMBL1599
1974,CEPHAPIRIN SODIUM,CHEMBL1201043
1974,CEPHRADINE,CHEMBL1604
1974,CHROMIC PHOSPHATE,CHEMBL2110568
1974,CHROMIC PHOSPHATE P 32,CHEMBL1200676
1974,CLONIDINE,CHEMBL134
1974,CLONIDINE HYDROCHLORIDE,CHEMBL1705
1974,CLOXACILLIN,CHEMBL891
1974,CLOXACILLIN SODIUM,CHEMBL1200388
1974,CYCLOPENTOLATE,CHEMBL1201338
1974,CYCLOPENTOLATE HYDROCHLORIDE,CHEMBL1200473
1974,DANTROLENE,CHEMBL1201288
1974,DANTROLENE SODIUM,CHEMBL928
1974,DOPAMINE HYDROCHLORIDE,CHEMBL1557
1974,DOXORUBICIN HYDROCHLORIDE,CHEMBL359744
1974,DOXYCYCLINE CALCIUM,CHEMBL2364574
1974,HALCINONIDE,CHEMBL1200845
1974,IBUPROFEN,CHEMBL521
1974,ISOSORBIDE,CHEMBL1200660
1974,LINDANE,CHEMBL15891
1974,MEBENDAZOLE,CHEMBL685
1974,MICONAZOLE,CHEMBL91
1974,MICONAZOLE NITRATE,CHEMBL1559
1974,MOLINDONE,CHEMBL460
1974,MOLINDONE HYDROCHLORIDE,CHEMBL1200419
1974,PENTAGASTRIN,CHEMBL1328
1974,PERHEXILINE,CHEMBL75880
1974,PERHEXILINE MALEATE,CHEMBL1334033
1974,PILOCARPINE,CHEMBL550
1974,POLIDEXIDE SULFATE,CHEMBL2107943
1974,POTASSIUM PERCHLORATE,CHEMBL1200696
1974,TERBUTALINE SULFATE,CHEMBL1315867
1974,TESTOSTERONE PROPIONATE,CHEMBL1170
1974,TRIMETHOBENZAMIDE,CHEMBL1201256
1974,TRIMETHOBENZAMIDE HYDROCHLORIDE,CHEMBL1200887
1975,AMPHETAMINE ADIPATE,CHEMBL1200387
1975,BETAMETHASONE DIPROPIONATE,CHEMBL1200384
1975,CARBIDOPA,CHEMBL1200748
1975,CARBIDOPA ANHYDROUS,CHEMBL1201236
1975,CLONAZEPAM,CHEMBL452
1975,CLOTRIMAZOLE,CHEMBL104
1975,DACARBAZINE,CHEMBL476
1975,DEXTROAMPHETAMINE ADIPATE,CHEMBL1200782
1975,DIGOXIN,CHEMBL1751
1975,ESTRADIOL,CHEMBL135
1975,HYDROXYPROGESTERONE CAPROATE,CHEMBL1200848
1975,LH (MENOTROPINS),CHEMBL1201697
1975,LOXAPINE,CHEMBL831
1975,LOXAPINE SUCCINATE,CHEMBL1201155
1975,MENOTROPINS,CHEMBL2108427
1975,OXYBUTYNIN,CHEMBL1231
1975,OXYBUTYNIN CHLORIDE,CHEMBL1133
1975,PEMOLINE,CHEMBL1177
1975,PSEUDOEPHEDRINE HYDROCHLORIDE,CHEMBL1200724
1975,SULFACYTINE,CHEMBL1201056
1975,TOBRAMYCIN,CHEMBL1747
1975,TOBRAMYCIN SULFATE,CHEMBL3989564
1976,"ALBUMIN, CHROMATED CR 51 SERUM",CHEMBL1201450
1976,"ALBUMIN, IODINATED I 125 SERUM",CHEMBL1201452
1976,ALUMINUM ACETATE,CHEMBL1201015
1976,BECLOMETHASONE DIPROPIONATE,CHEMBL1200500
1976,BENZYL BENZOATE,CHEMBL1239
1976,CHLORHEXIDINE,CHEMBL790
1976,CHLORHEXIDINE GLUCONATE,CHEMBL4297088
1976,CHLOROXINE,CHEMBL1200596
1976,DANAZOL,CHEMBL1479
1976,EPINEPHRINE,CHEMBL679
1976,ETIDOCAINE,CHEMBL492
1976,ETIDOCAINE HYDROCHLORIDE,CHEMBL1200597
1976,FENOPROFEN,CHEMBL1297
1976,FENOPROFEN CALCIUM,CHEMBL2103736
1976,FIBRINOGEN I 125,CHEMBL1201504
1976,FLUORESCEIN,CHEMBL4297067
1976,FLUORESCEIN SODIUM,CHEMBL1628233
1976,GALLIUM CITRATE,CHEMBL2110553
1976,GALLIUM CITRATE GA 67,CHEMBL1200994
1976,GLUTETHIMIDE,CHEMBL1102
1976,LACTULOSE,CHEMBL296306
1976,LOMUSTINE,CHEMBL514
1976,LOPERAMIDE HYDROCHLORIDE,CHEMBL1707
1976,LOXAPINE HYDROCHLORIDE,CHEMBL1201060
1976,NAPROXEN,CHEMBL154
1976,PENTETATE CALCIUM TRISODIUM YB,CHEMBL2110560
1976,PENTETATE CALCIUM TRISODIUM YB 169,CHEMBL1200698
1976,PHENDIMETRAZINE,CHEMBL1615439
1976,PHENDIMETRAZINE TARTRATE,CHEMBL2062163
1976,PRAMOXINE,CHEMBL1198
1976,PRAMOXINE HYDROCHLORIDE,CHEMBL1201171
1976,PRAZOSIN,CHEMBL2
1976,PRAZOSIN HYDROCHLORIDE,CHEMBL1558
1976,PROGESTERONE,CHEMBL103
1976,PROTIRELIN,CHEMBL1472
1976,SINCALIDE,CHEMBL1121
1976,SODIUM IODIDE,CHEMBL1644695
1976,SODIUM IODIDE I 123,CHEMBL1201083
1976,SOMATROPIN,CHEMBL1201621
1976,TICARCILLIN,CHEMBL1449
1976,TICARCILLIN DISODIUM,CHEMBL1200855
1976,TOLMETIN,CHEMBL1020
1976,TOLMETIN SODIUM,CHEMBL1200613
1976,VIDARABINE,CHEMBL1090
1977,AZATADINE,CHEMBL946
1977,AZATADINE MALEATE,CHEMBL3544908
1977,BACLOFEN,CHEMBL701
1977,CARMUSTINE,CHEMBL513
1977,CIANIDANOL,CHEMBL311498
1977,CIMETIDINE,CHEMBL30
1977,CIMETIDINE HYDROCHLORIDE,CHEMBL1201051
1977,CLEMASTINE,CHEMBL1626
1977,CLEMASTINE FUMARATE,CHEMBL1200795
1977,CLOCORTOLONE PIVALATE,CHEMBL1200975
1977,COLESTIPOL HYDROCHLORIDE,CHEMBL1201474
1977,CYCLOBENZAPRINE,CHEMBL669
1977,CYCLOBENZAPRINE HYDROCHLORIDE,CHEMBL1200636
1977,DESOXIMETASONE,CHEMBL1766
1977,DIFLORASONE DIACETATE,CHEMBL1200545
1977,DINOPROSTONE,CHEMBL548
1977,DISOPYRAMIDE,CHEMBL517
1977,DISOPYRAMIDE PHOSPHATE,CHEMBL1201020
1977,"ESTROGENS, ESTERIFIED",CHEMBL1201468
1977,ESTRONE SULFURIC ACID,CHEMBL494753
1977,ESTROPIPATE,CHEMBL1200980
1977,ETIDRONATE DISODIUM,CHEMBL1201042
1977,ETIDRONIC ACID,CHEMBL871
1977,LORAZEPAM,CHEMBL580
1977,PROBUCOL,CHEMBL608
1977,TAMOXIFEN,CHEMBL83
1977,TAMOXIFEN CITRATE,CHEMBL786
1977,THALLOUS CHLORIDE,CHEMBL4302512
1977,THALLOUS CHLORIDE TL 201,CHEMBL1200535
1978,BROMOCRIPTINE,CHEMBL493
1978,BROMOCRIPTINE MESYLATE,CHEMBL1200503
1978,BUTORPHANOL,CHEMBL33986
1978,BUTORPHANOL TARTRATE,CHEMBL299400
1978,CALCITONIN SALMON,CHEMBL3989767
1978,CALCITRIOL,CHEMBL846
1978,CEFADROXIL,CHEMBL1644
1978,CEFAMANDOLE NAFATE,CHEMBL1618
1978,CEFAMANDOLE NAFATE,CHEMBL1201218
1978,CEFOXITIN,CHEMBL996
1978,CEFOXITIN SODIUM,CHEMBL1200530
1978,CISPLATIN,CHEMBL11359
1978,DESMOPRESSIN,CHEMBL1429
1978,DESMOPRESSIN ACETATE,CHEMBL1200556
1978,DIFENOXIN,CHEMBL1201321
1978,DIFENOXIN HYDROCHLORIDE,CHEMBL1200599
1978,DIMETHYL SULFOXIDE,CHEMBL504
1978,DOBUTAMINE,CHEMBL926
1978,DOBUTAMINE HYDROCHLORIDE,CHEMBL1200418
1978,FENCLOFENAC,CHEMBL15677
1978,HYDROCORTISONE VALERATE,CHEMBL1200562
1978,METOPROLOL,CHEMBL13
1978,METOPROLOL TARTRATE,CHEMBL2062335
1978,METRIZAMIDE,CHEMBL462394
1978,NATAMYCIN,CHEMBL1200656
1978,SERACTIDE ACETATE,CHEMBL1201489
1978,SULINDAC,CHEMBL15770
1978,TECHNETIUM GLUCEPTATE,CHEMBL2110570
1978,TECHNETIUM TC 99M GLUCEPTATE,CHEMBL1200639
1978,TESTOSTERONE CYPIONATE,CHEMBL1201101
1978,TIMOLOL,CHEMBL499
1978,TIMOLOL MALEATE,CHEMBL1200870
1978,TRIAZOLAM,CHEMBL646
1978,VALPROIC ACID,CHEMBL109
1979,AMCINONIDE,CHEMBL1200732
1979,CARBOPROST,CHEMBL1237122
1979,CARBOPROST TROMETHAMINE,CHEMBL1237105
1979,CEFACLOR,CHEMBL1201018
1979,CEFACLOR ANHYDROUS,CHEMBL680
1979,CYCLACILLIN,CHEMBL1200356
1979,DAPSONE,CHEMBL1043
1979,DAUNORUBICIN,CHEMBL178
1979,DAUNORUBICIN HYDROCHLORIDE,CHEMBL1563
1979,ESTRADIOL CYPIONATE,CHEMBL1200973
1979,ESTRONE,CHEMBL1405
1979,INDOPROFEN,CHEMBL15870
1979,INSULIN PURIFIED PORK,CHEMBL1201630
1979,INSULIN SUSP ISOPHANE PURIFIED PORK,CHEMBL1201656
1979,INSULIN SUSP PROTAMINE ZINC PURIFIED PORK,CHEMBL1201638
1979,INSULIN ZINC SUSP PURIFIED PORK,CHEMBL1201653
1979,ISOETHARINE,CHEMBL1201213
1979,ISOETHARINE HYDROCHLORIDE,CHEMBL1200920
1979,ISOFLURANE,CHEMBL1256
1979,METOCLOPRAMIDE,CHEMBL86
1979,METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940
1979,METYROSINE,CHEMBL1200862
1979,MINOXIDIL,CHEMBL802
1979,NADOLOL,CHEMBL521606
1979,NALBUPHINE HYDROCHLORIDE,CHEMBL1201132
1979,POTASSIUM IODIDE,CHEMBL1141
1979,SCOPOLAMINE,CHEMBL569713
1979,SULOCTIDIL,CHEMBL404849
1979,TETRAHYDROZOLINE,CHEMBL1266
1979,TETRAHYDROZOLINE HYDROCHLORIDE,CHEMBL1200413
1979,TICRYNAFEN,CHEMBL267744
1979,TRIMIPRAMINE,CHEMBL644
1979,TRIMIPRAMINE MALEATE,CHEMBL1200948
1979,VERALIPRIDE,CHEMBL2105581
1980,AMINOGLUTETHIMIDE,CHEMBL488
1980,AMOXAPINE,CHEMBL1113
1980,BACAMPICILLIN,CHEMBL1583
1980,BACAMPICILLIN HYDROCHLORIDE,CHEMBL1200965
1980,CALCIFEDIOL,CHEMBL3544909
1980,CALCIFEDIOL ANHYDROUS,CHEMBL1040
1980,CINEPAZIDE,CHEMBL1874750
1980,CINOXACIN,CHEMBL1208
1980,DIPIVEFRIN,CHEMBL1201262
1980,DIPIVEFRIN HYDROCHLORIDE,CHEMBL1200833
1980,INSULIN PURIFIED BEEF,CHEMBL1201629
1980,INSULIN SUSP ISOPHANE PURIFIED BEEF,CHEMBL1201655
1980,INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,CHEMBL1201541
1980,INSULIN ZINC SUSP PURIFIED BEEF,CHEMBL1201546
1980,LITHIUM CITRATE,CHEMBL2103738
1980,LITHIUM CITRATE ANHYDROUS,CHEMBL1201170
1980,MAPROTILINE,CHEMBL21731
1980,MAPROTILINE HYDROCHLORIDE,CHEMBL1237135
1980,MECLOFENAMATE SODIUM,CHEMBL1562610
1980,MECLOFENAMIC ACID,CHEMBL509
1980,METRONIDAZOLE HYDROCHLORIDE,CHEMBL1200869
1980,NAPROXEN SODIUM,CHEMBL1200806
1980,OXAMNIQUINE,CHEMBL847
1980,OXYTOCIN,CHEMBL395429
1980,PHENYLBUTAZONE,CHEMBL101
1980,TRIFLURIDINE,CHEMBL1129
1980,ZOMEPIRAC,CHEMBL19490
1980,ZOMEPIRAC SODIUM,CHEMBL3989403
1981,ALBUTEROL,CHEMBL714
1981,ALPRAZOLAM,CHEMBL661
1981,ALPROSTADIL,CHEMBL495
1981,AMIKACIN,CHEMBL177
1981,AMIKACIN SULFATE,CHEMBL4208954
1981,AMILORIDE,CHEMBL945
1981,AMILORIDE HYDROCHLORIDE,CHEMBL1398126
1981,ATENOLOL,CHEMBL24
1981,BUPRENORPHINE,CHEMBL511142
1981,BUPRENORPHINE HYDROCHLORIDE,CHEMBL2368861
1981,CAPTOPRIL,CHEMBL1560
1981,CEFOTAXIME,CHEMBL1730
1981,CEFOTAXIME SODIUM,CHEMBL1010
1981,DEXCHLORPHENIRAMINE,CHEMBL1201353
1981,DEXCHLORPHENIRAMINE MALEATE,CHEMBL1200927
1981,ESTRAMUSTINE PHOSPHATE,CHEMBL1756
1981,ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721
1981,FLUNISOLIDE,CHEMBL1512
1981,GEMFIBROZIL,CHEMBL457
1981,HALAZEPAM,CHEMBL970
1981,ISOSULFAN BLUE,CHEMBL1200859
1981,ISOSULFAN BLUE,CHEMBL1201275
1981,KETOCONAZOLE,CHEMBL157101
1981,MAGNESIUM SULFATE,CHEMBL3989857
1981,MAGNESIUM SULFATE ANHYDROUS,CHEMBL2021423
1981,MEZLOCILLIN,CHEMBL1731
1981,MEZLOCILLIN SODIUM,CHEMBL1697708
1981,MITOMYCIN,CHEMBL105
1981,NIFEDIPINE,CHEMBL193
1981,NITROGLYCERIN,CHEMBL730
1981,NITROPRUSSIDE,CHEMBL2097081
1981,OXTRIPHYLLINE,CHEMBL1200434
1981,PIPERACILLIN,CHEMBL702
1981,PIPERACILLIN SODIUM,CHEMBL1200820
1981,SODIUM NITROPRUSSIDE,CHEMBL136478
1981,SUCRALFATE,CHEMBL2367706
1981,SUCRALFATE,CHEMBL3989780
1981,SULFADOXINE,CHEMBL1539
1981,TEMAZEPAM,CHEMBL967
1981,TRAZODONE,CHEMBL621
1981,TRAZODONE HYDROCHLORIDE,CHEMBL1200798
1981,VERAPAMIL,CHEMBL6966
1981,VERAPAMIL HYDROCHLORIDE,CHEMBL1280
1982,ACETYLDIGITOXIN,CHEMBL3545057
1982,ACRISORCIN,CHEMBL1201038
1982,ACYCLOVIR,CHEMBL184
1982,ACYCLOVIR SODIUM,CHEMBL1200380
1982,ALBUTEROL SULFATE,CHEMBL1441059
1982,ALCLOMETASONE DIPROPIONATE,CHEMBL1200989
1982,ALKAVERVIR,CHEMBL1201658
1982,ALSEROXYLON,CHEMBL1201454
1982,AMODIAQUINE,CHEMBL682
1982,AMODIAQUINE HYDROCHLORIDE,CHEMBL1357648
1982,ANILERIDINE,CHEMBL1201347
1982,ANILERIDINE HYDROCHLORIDE,CHEMBL1201047
1982,ANILERIDINE PHOSPHATE,CHEMBL1200543
1982,AZLOCILLIN,CHEMBL1537
1982,AZLOCILLIN SODIUM,CHEMBL1201041
1982,BENOXAPROFEN,CHEMBL340978
1982,BENOXINATE,CHEMBL1200
1982,BENOXINATE HYDROCHLORIDE,CHEMBL1200654
1982,BETAMETHASONE BENZOATE,CHEMBL1200376
1982,BETAZOLE,CHEMBL1201323
1982,BETAZOLE HYDROCHLORIDE,CHEMBL1200949
1982,BETHANIDINE,CHEMBL1201260
1982,BETHANIDINE SULFATE,CHEMBL2110368
1982,BUCLIZINE,CHEMBL1201271
1982,BUCLIZINE HYDROCHLORIDE,CHEMBL2360580
1982,CALCIUM ACETATE,CHEMBL1200800
1982,CANDICIDIN,CHEMBL1200647
1982,CARBENICILLIN DISODIUM,CHEMBL606260
1982,CARPHENAZINE,CHEMBL1201328
1982,CARPHENAZINE MALEATE,CHEMBL2358147
1982,CEFOPERAZONE,CHEMBL507674
1982,CEFOPERAZONE SODIUM,CHEMBL1200482
1982,CELLULOSE SODIUM PHOSPHATE,CHEMBL1201457
1982,CERULETIDE,CHEMBL1201355
1982,CERULETIDE DIETHYLAMINE,CHEMBL1200755
1982,CHLOPHEDIANOL,CHEMBL1201313
1982,CHLOPHEDIANOL HYDROCHLORIDE,CHEMBL1200972
1982,CHLORAMPHENICOL PALMITATE,CHEMBL1506
1982,CHLOROTRIANISENE,CHEMBL1200761
1982,CHLORPHENTERMINE,CHEMBL1201269
1982,CHLORPHENTERMINE HYDROCHLORIDE,CHEMBL1200595
1982,CHYMOPAPAIN,CHEMBL1201626
1982,CICLOPIROX,CHEMBL1413
1982,CITRIC ACID,CHEMBL1261
1982,CLIDINIUM,CHEMBL620
1982,CLIDINIUM BROMIDE,CHEMBL1200950
1982,CLIOQUINOL,CHEMBL497
1982,CROMOLYN,CHEMBL428880
1982,CROMOLYN SODIUM,CHEMBL74
1982,CRYPTENAMINE ACETATES,CHEMBL1201444
1982,CRYPTENAMINE TANNATES,CHEMBL1201603
1982,CYCLIZINE,CHEMBL648
1982,CYCLIZINE LACTATE,CHEMBL1200497
1982,CYCLOTHIAZIDE,CHEMBL61593
1982,CYCRIMINE,CHEMBL1201227
1982,CYCRIMINE HYDROCHLORIDE,CHEMBL1200828
1982,DECAMETHONIUM,CHEMBL1190
1982,DECAMETHONIUM BROMIDE,CHEMBL1134
1982,DESLANOSIDE,CHEMBL1614
1982,DESOXYCORTICOSTERONE PIVALATE,CHEMBL1200592
1982,DEXTROMETHORPHAN,CHEMBL52440
1982,DEXTROMETHORPHAN POLISTIREX,CHEMBL1201461
1982,DIBUCAINE,CHEMBL1086
1982,DIBUCAINE HYDROCHLORIDE,CHEMBL1200612
1982,DIETHYLSTILBESTROL DIPHOSPHATE,CHEMBL1200598
1982,DIFLUNISAL,CHEMBL898
1982,DIGITOXIN,CHEMBL254219
1982,DILTIAZEM,CHEMBL23
1982,DILTIAZEM HYDROCHLORIDE,CHEMBL1697
1982,DINOPROST,CHEMBL815
1982,DINOPROST TROMETHAMINE,CHEMBL1200896
1982,DIPHEMANIL,CHEMBL1201340
1982,DIPHEMANIL METHYLSULFATE,CHEMBL1200880
1982,DIPHENYLPYRALINE,CHEMBL1492
1982,DIPHENYLPYRALINE HYDROCHLORIDE,CHEMBL1564
1982,DROMOSTANOLONE PROPIONATE,CHEMBL1201048
1982,DYCLONINE,CHEMBL1201217
1982,DYCLONINE HYDROCHLORIDE,CHEMBL1200478
1982,DYDROGESTERONE,CHEMBL1200853
1982,ECONAZOLE,CHEMBL808
1982,ECONAZOLE NITRATE,CHEMBL1201049
1982,EDETATE DISODIUM,CHEMBL3989507
1982,EDETATE DISODIUM ANHYDROUS,CHEMBL1749
1982,ERYTHROMYCIN GLUCEPTATE,CHEMBL3545060
1982,ETHINAMATE,CHEMBL1576
1982,ETHOPROPAZINE,CHEMBL1206
1982,ETHOPROPAZINE HYDROCHLORIDE,CHEMBL1200970
1982,ETHOXZOLAMIDE,CHEMBL18
1982,ETOMIDATE,CHEMBL681
1982,FERRIC OXYHYDROXIDE,CHEMBL4802224
1982,FLUMETHASONE PIVALATE,CHEMBL1200877
1982,FLUPREDNISOLONE,CHEMBL1200774
1982,GALLAMINE,CHEMBL360055
1982,GALLAMINE TRIETHIODIDE,CHEMBL1200993
1982,GENTIAN VIOLET,CHEMBL64894
1982,GLYCERIN,CHEMBL692
1982,GONADORELIN,CHEMBL1007
1982,GONADORELIN HYDROCHLORIDE,CHEMBL1200516
1982,GUANABENZ,CHEMBL420
1982,GUANABENZ ACETATE,CHEMBL1200560
1982,GUANADREL,CHEMBL1037
1982,GUANADREL SULFATE,CHEMBL3184143
1982,HALOPROGIN,CHEMBL1289
1982,HEPARIN CALCIUM,CHEMBL1201513
1982,HETACILLIN,CHEMBL1201116
1982,HETACILLIN POTASSIUM,CHEMBL1201121
1982,HEXAFLUORENIUM,CHEMBL1201349
1982,HEXAFLUORENIUM BROMIDE,CHEMBL1200933
1982,HEXAMETHYL PARAROSANILINE,CHEMBL459265
1982,HEXOCYCLIUM,CHEMBL1201325
1982,HEXOCYCLIUM METHYLSULFATE,CHEMBL1626570
1982,HEXYLCAINE,CHEMBL1197
1982,HEXYLCAINE HYDROCHLORIDE,CHEMBL1200715
1982,HYDROCORTISONE BUTYRATE,CHEMBL1683
1982,INSULIN HUMAN,CHEMBL1201631
1982,INSULIN SUSP ISOPHANE BEEF,CHEMBL1201545
1982,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,CHEMBL1201540
1982,INSULIN ZINC SUSP BEEF,CHEMBL1201639
1982,INSULIN ZINC SUSP EXTENDED BEEF,CHEMBL1201640
1982,INSULIN ZINC SUSP EXTENDED PURIFIED BEEF,CHEMBL1201542
1982,INSULIN ZINC SUSP PROMPT BEEF,CHEMBL1201642
1982,INSULIN ZINC SUSP PROMPT PURIFIED PORK,CHEMBL1201643
1982,INSULIN ZINC SUSP PURIFIED BEEF/PORK,CHEMBL1201634
1982,ISOTRETINOIN,CHEMBL547
1982,LAPYRIUM,CHEMBL1201786
1982,LAPYRIUM CHLORIDE,CHEMBL1201787
